animal_id,greutatea_curenta,varsta_animalului,orele_de_activitate,grame_hrana_necesare
PET_06806,14.37,4.5,5.1,276.0
PET_06807,10.45,8.9,1.2,158.0
PET_06808,18.48,4.1,3.3,267.0
PET_06809,13.12,2.8,4.0,268.0
PET_06810,8.48,9.8,4.2,174.0
PET_06811,17.21,9.8,7.1,306.0
PET_06812,7.83,6.2,1.6,175.0
PET_06813,10.81,6.6,0.7,175.0
PET_06814,5.0,8.5,5.5,192.0
PET_06815,7.88,6.4,2.7,217.0
PET_06816,15.89,5.3,10.1,385.0
PET_06817,5.18,11.9,6.4,193.0
PET_06818,7.59,2.2,2.7,190.0
PET_06819,14.99,7.3,7.0,330.0
PET_06820,12.28,10.7,5.8,270.0
PET_06821,24.96,8.4,5.6,325.0
PET_06822,24.17,10.6,3.7,273.0
PET_06823,10.66,4.4,5.1,266.0
PET_06824,17.79,3.6,0.5,204.0
PET_06825,18.75,10.3,7.3,311.0
PET_06826,12.01,5.0,0.5,180.0
PET_06827,7.52,8.7,2.9,156.0
PET_06828,14.94,2.2,0.5,203.0
PET_06829,14.14,9.2,2.7,176.0
PET_06830,12.82,6.8,3.8,224.0
PET_06831,17.21,3.6,1.0,243.0
PET_06832,11.25,6.2,0.5,136.0
PET_06833,9.24,8.5,4.5,195.0
PET_06834,15.55,0.6,9.2,500.0
PET_06835,16.93,7.8,3.1,226.0
PET_06836,9.12,6.7,6.4,280.0
PET_06837,19.64,3.0,7.8,356.0
PET_06838,6.15,9.2,0.5,116.0
PET_06839,12.11,4.0,2.9,214.0
PET_06840,13.71,3.7,0.8,184.0
PET_06841,11.82,5.9,2.0,195.0
PET_06842,12.17,8.3,8.3,274.0
PET_06843,24.36,11.2,4.6,299.0
PET_06844,10.75,2.1,6.0,258.0
PET_06845,27.21,5.1,3.9,342.0
PET_06846,17.19,1.3,1.0,248.0
PET_06847,15.46,9.2,5.7,259.0
PET_06848,17.38,5.6,7.1,335.0
PET_06849,27.65,8.6,4.8,320.0
PET_06850,10.03,4.2,5.2,269.0
PET_06851,9.4,10.2,0.9,135.0
PET_06852,11.23,6.7,5.8,232.0
PET_06853,15.16,11.4,7.4,285.0
PET_06854,6.37,1.4,5.0,207.0
PET_06855,15.11,6.4,0.5,211.0
PET_06856,23.47,9.3,8.1,371.0
PET_06857,15.76,7.4,1.6,234.0
PET_06858,13.54,0.8,5.0,408.0
PET_06859,11.91,11.7,6.4,239.0
PET_06860,19.49,3.9,6.7,352.0
PET_06861,10.87,3.4,0.5,183.0
PET_06862,24.23,6.1,4.3,323.0
PET_06863,24.67,6.7,4.1,339.0
PET_06864,16.28,9.3,7.6,324.0
PET_06865,14.94,5.0,5.1,273.0
PET_06866,20.15,5.6,7.6,366.0
PET_06867,20.47,6.7,5.3,365.0
PET_06868,10.97,5.0,3.8,223.0
PET_06869,12.37,11.0,4.5,191.0
PET_06870,8.39,10.3,7.8,239.0
PET_06871,17.05,5.7,0.8,244.0
PET_06872,18.33,0.5,6.3,500.0
PET_06873,8.25,10.9,2.4,136.0
PET_06874,12.72,1.9,1.9,218.0
PET_06875,8.26,3.3,6.6,256.0
PET_06876,10.51,2.3,1.8,204.0
PET_06877,17.76,2.6,4.9,296.0
PET_06878,11.33,9.7,2.8,189.0
PET_06879,13.5,7.2,0.5,211.0
PET_06880,6.86,11.5,5.2,146.0
PET_06881,15.93,3.2,4.3,287.0
PET_06882,14.78,6.1,0.5,215.0
PET_06883,11.36,11.7,2.3,147.0
PET_06884,14.05,10.0,0.5,152.0
PET_06885,15.9,8.9,5.8,259.0
PET_06886,10.93,2.7,7.5,286.0
PET_06887,7.62,9.3,6.1,197.0
PET_06888,24.03,4.5,6.5,375.0
PET_06889,11.83,6.6,2.7,223.0
PET_06890,14.52,7.5,5.4,301.0
PET_06891,20.05,7.5,4.0,317.0
PET_06892,30.0,8.9,4.5,360.0
PET_06893,8.78,8.1,6.4,252.0
PET_06894,17.25,1.3,6.9,370.0
PET_06895,11.46,5.8,3.0,217.0
PET_06896,12.31,8.1,0.5,176.0
PET_06897,11.4,3.9,3.5,233.0
PET_06898,9.37,4.1,3.5,207.0
PET_06899,14.79,1.9,4.7,278.0
PET_06900,7.63,5.3,6.1,255.0
PET_06901,19.73,11.8,0.5,223.0
PET_06902,15.28,3.8,2.3,245.0
PET_06903,17.11,6.6,1.6,227.0
PET_06904,12.67,9.0,7.1,255.0
PET_06905,13.16,0.7,3.5,343.0
PET_06906,16.44,10.9,2.7,220.0
PET_06907,9.18,4.9,5.3,243.0
PET_06908,13.21,10.5,2.5,173.0
PET_06909,10.7,0.9,4.0,361.0
PET_06910,10.55,2.2,8.5,320.0
PET_06911,5.0,4.2,8.5,242.0
PET_06912,21.7,4.5,3.0,294.0
PET_06913,11.57,10.2,3.5,215.0
PET_06914,20.82,0.6,2.5,426.0
PET_06915,20.34,7.9,0.5,236.0
PET_06916,8.57,2.0,6.6,266.0
PET_06917,9.56,10.0,10.1,286.0
PET_06918,27.8,9.5,2.9,312.0
PET_06919,23.75,6.2,2.0,308.0
PET_06920,14.84,2.9,3.3,271.0
PET_06921,16.29,7.8,4.2,266.0
PET_06922,11.85,2.3,1.2,200.0
PET_06923,17.16,2.7,2.9,277.0
PET_06924,11.41,7.7,6.5,271.0
PET_06925,5.0,11.9,4.3,145.0
PET_06926,8.39,10.7,7.2,232.0
PET_06927,15.11,7.3,4.9,265.0
PET_06928,9.34,6.7,1.3,154.0
PET_06929,14.66,12.0,2.6,201.0
PET_06930,9.63,6.8,4.6,223.0
PET_06931,11.09,5.3,1.2,182.0
PET_06932,19.27,11.0,0.9,182.0
PET_06933,16.24,3.2,1.0,219.0
PET_06934,14.95,1.6,5.3,258.0
PET_06935,19.39,7.8,3.1,260.0
PET_06936,17.4,1.6,7.0,341.0
PET_06937,22.23,4.8,1.8,299.0
PET_06938,12.7,5.4,0.5,188.0
PET_06939,12.85,6.8,3.7,237.0
PET_06940,8.49,11.9,8.1,237.0
PET_06941,12.86,3.0,4.1,247.0
PET_06942,19.82,4.8,0.6,259.0
PET_06943,21.5,2.0,0.5,240.0
PET_06944,19.8,7.5,7.0,339.0
PET_06945,6.03,8.9,2.0,148.0
PET_06946,20.42,6.0,7.9,368.0
PET_06947,5.81,3.3,5.6,250.0
PET_06948,19.49,7.6,2.1,269.0
PET_06949,13.16,6.7,6.9,313.0
PET_06950,18.51,2.5,1.7,229.0
PET_06951,8.34,5.2,0.5,161.0
PET_06952,20.86,5.5,1.8,256.0
PET_06953,7.68,11.8,5.9,212.0
PET_06954,11.66,10.3,6.8,242.0
PET_06955,10.01,8.9,3.0,180.0
PET_06956,6.23,10.7,0.5,89.0
PET_06957,15.47,9.0,0.5,149.0
PET_06958,24.03,10.9,1.3,249.0
PET_06959,28.33,1.1,0.8,314.0
PET_06960,15.49,5.7,4.7,264.0
PET_06961,20.58,9.1,8.8,321.0
PET_06962,16.16,7.2,6.0,263.0
PET_06963,17.49,2.5,1.2,244.0
PET_06964,13.29,4.4,2.3,215.0
PET_06965,15.98,4.2,2.8,241.0
PET_06966,17.69,3.5,5.0,308.0
PET_06967,12.11,4.4,7.9,325.0
PET_06968,14.61,6.4,2.8,239.0
PET_06969,14.71,10.3,7.8,279.0
PET_06970,19.13,9.0,9.3,376.0
PET_06971,9.67,10.1,3.1,164.0
PET_06972,14.74,10.7,3.1,188.0
PET_06973,24.56,5.3,3.1,323.0
PET_06974,20.82,4.5,4.2,309.0
PET_06975,21.75,1.2,3.1,322.0
PET_06976,15.12,11.2,6.2,253.0
PET_06977,16.6,1.3,0.5,217.0
PET_06978,20.01,9.0,2.7,231.0
PET_06979,22.8,4.8,4.8,351.0
PET_06980,5.24,11.4,6.2,192.0
PET_06981,8.42,5.3,9.5,304.0
PET_06982,21.55,9.9,0.8,220.0
PET_06983,13.62,3.8,2.4,224.0
PET_06984,11.64,3.9,0.5,153.0
PET_06985,8.73,7.3,1.2,174.0
PET_06986,12.22,12.0,0.5,163.0
PET_06987,7.99,6.5,2.7,180.0
PET_06988,25.46,11.3,3.4,289.0
PET_06989,14.89,9.5,5.2,231.0
PET_06990,14.71,9.7,3.3,240.0
PET_06991,17.94,5.5,5.2,328.0
PET_06992,19.81,4.9,4.3,312.0
PET_06993,19.73,2.7,1.4,270.0
PET_06994,20.37,11.6,0.5,224.0
PET_06995,11.85,11.5,5.5,241.0
PET_06996,13.51,9.1,8.1,271.0
PET_06997,18.85,3.9,10.3,404.0
PET_06998,12.36,3.3,6.3,293.0
PET_06999,14.97,11.9,7.6,285.0
PET_07000,16.99,1.3,5.2,318.0
PET_07001,18.93,10.2,4.8,277.0
PET_07002,6.11,4.6,4.3,201.0
PET_07003,18.57,5.3,3.7,246.0
PET_07004,13.83,10.1,5.5,260.0
PET_07005,18.54,1.5,2.7,287.0
PET_07006,18.88,4.6,3.6,318.0
PET_07007,23.04,11.4,1.1,228.0
PET_07008,21.77,8.5,5.2,270.0
PET_07009,21.73,9.2,1.6,235.0
PET_07010,22.22,9.2,4.1,289.0
PET_07011,16.46,1.2,5.3,298.0
PET_07012,15.16,2.8,5.5,315.0
PET_07013,19.36,6.1,5.9,319.0
PET_07014,18.66,4.7,3.5,281.0
PET_07015,13.45,5.2,5.2,267.0
PET_07016,17.02,9.5,2.8,264.0
PET_07017,14.82,0.7,0.5,296.0
PET_07018,10.73,8.1,5.3,229.0
PET_07019,21.45,0.5,4.7,485.0
PET_07020,15.28,1.2,6.5,322.0
PET_07021,25.24,5.2,3.9,327.0
PET_07022,6.87,10.2,0.5,128.0
PET_07023,12.22,2.2,3.8,255.0
PET_07024,15.16,6.9,6.2,303.0
PET_07025,20.69,8.3,5.2,269.0
PET_07026,17.0,3.1,3.6,274.0
PET_07027,16.55,6.4,0.5,204.0
PET_07028,9.36,11.0,1.4,155.0
PET_07029,9.22,6.4,5.2,221.0
PET_07030,16.61,2.3,0.5,235.0
PET_07031,8.18,7.7,3.2,202.0
PET_07032,12.34,7.3,4.1,217.0
PET_07033,17.5,0.8,6.9,500.0
PET_07034,10.09,1.5,5.5,256.0
PET_07035,23.03,2.3,6.4,390.0
PET_07036,21.12,2.1,4.8,321.0
PET_07037,7.14,3.5,1.9,167.0
PET_07038,10.34,5.7,2.5,213.0
PET_07039,5.0,4.8,1.7,145.0
PET_07040,11.09,10.7,5.5,194.0
PET_07041,18.83,7.5,2.3,250.0
PET_07042,12.93,10.6,3.0,208.0
PET_07043,17.3,6.6,4.1,291.0
PET_07044,7.39,1.5,8.1,248.0
PET_07045,18.99,5.8,5.6,324.0
PET_07046,12.22,10.0,2.1,190.0
PET_07047,15.06,2.7,4.4,282.0
PET_07048,14.54,1.5,8.1,349.0
PET_07049,8.64,4.3,5.5,270.0
PET_07050,9.23,5.0,0.5,152.0
PET_07051,19.84,4.0,1.7,266.0
PET_07052,16.99,2.1,1.5,225.0
PET_07053,20.25,3.4,7.6,362.0
PET_07054,16.62,8.3,7.1,287.0
PET_07055,15.71,4.9,2.4,252.0
PET_07056,6.37,7.8,2.4,147.0
PET_07057,13.65,6.7,4.1,268.0
PET_07058,14.86,6.8,4.2,244.0
PET_07059,24.77,3.4,1.6,310.0
PET_07060,18.43,6.5,3.4,284.0
PET_07061,22.68,0.8,0.5,407.0
PET_07062,17.99,5.5,7.2,357.0
PET_07063,11.44,7.1,0.5,155.0
PET_07064,15.59,2.6,0.5,202.0
PET_07065,16.18,3.5,5.1,280.0
PET_07066,10.3,3.0,0.9,173.0
PET_07067,13.08,1.3,2.7,229.0
PET_07068,13.97,4.5,4.2,271.0
PET_07069,23.03,11.8,5.7,315.0
PET_07070,5.0,4.6,3.4,182.0
PET_07071,21.03,5.8,8.4,385.0
PET_07072,10.32,8.0,4.0,225.0
PET_07073,8.14,8.0,7.0,282.0
PET_07074,20.9,11.4,4.7,258.0
PET_07075,18.66,10.4,9.3,311.0
PET_07076,21.27,9.6,6.6,324.0
PET_07077,19.0,11.4,4.1,242.0
PET_07078,25.3,3.2,5.6,356.0
PET_07079,17.79,7.6,3.3,275.0
PET_07080,14.22,10.7,3.3,194.0
PET_07081,16.71,7.7,0.7,234.0
PET_07082,21.22,11.7,2.0,238.0
PET_07083,11.1,1.7,9.2,328.0
PET_07084,11.74,5.6,1.0,168.0
PET_07085,13.46,11.7,2.4,190.0
PET_07086,5.0,4.9,3.8,155.0
PET_07087,15.69,9.0,3.8,193.0
PET_07088,5.57,0.8,5.0,296.0
PET_07089,15.27,8.5,2.8,229.0
PET_07090,19.33,11.2,5.1,260.0
PET_07091,12.62,4.9,6.9,274.0
PET_07092,23.39,0.7,7.2,500.0
PET_07093,7.7,0.8,3.3,332.0
PET_07094,20.96,10.8,5.5,309.0
PET_07095,18.38,8.8,1.1,194.0
PET_07096,6.42,1.7,2.2,155.0
PET_07097,28.55,1.1,1.1,314.0
PET_07098,14.68,9.8,3.9,210.0
PET_07099,10.61,9.8,1.9,170.0
PET_07100,7.96,1.9,0.5,144.0
PET_07101,13.9,4.0,3.0,221.0
PET_07102,14.36,9.5,0.5,146.0
PET_07103,15.51,6.5,7.3,357.0
PET_07104,13.51,11.5,2.6,202.0
PET_07105,18.17,6.0,6.5,318.0
PET_07106,13.06,8.3,2.8,215.0
PET_07107,5.33,6.4,1.0,111.0
PET_07108,14.25,11.3,6.9,264.0
PET_07109,5.0,5.1,4.2,182.0
PET_07110,16.77,3.1,8.7,367.0
PET_07111,10.1,4.3,2.8,188.0
PET_07112,15.82,10.3,2.9,216.0
PET_07113,21.57,6.2,6.5,331.0
PET_07114,10.26,4.6,6.5,264.0
PET_07115,20.31,6.8,4.4,328.0
PET_07116,12.83,2.0,12.0,410.0
PET_07117,23.77,0.6,3.3,482.0
PET_07118,13.17,3.7,0.8,169.0
PET_07119,10.8,7.5,1.5,146.0
PET_07120,18.44,8.7,3.3,252.0
PET_07121,12.82,10.0,7.8,277.0
PET_07122,10.79,11.2,3.5,192.0
PET_07123,12.61,5.2,7.9,338.0
PET_07124,14.78,9.0,5.1,247.0
PET_07125,21.71,1.4,6.7,375.0
PET_07126,5.33,1.2,5.0,189.0
PET_07127,15.12,1.9,4.9,310.0
PET_07128,18.12,5.7,5.9,317.0
PET_07129,15.97,2.9,2.6,237.0
PET_07130,21.55,3.8,2.6,295.0
PET_07131,14.63,8.0,4.9,299.0
PET_07132,14.08,4.6,8.9,376.0
PET_07133,17.96,6.9,0.5,204.0
PET_07134,15.5,5.2,0.5,220.0
PET_07135,13.05,2.4,3.3,244.0
PET_07136,17.58,1.4,6.6,351.0
PET_07137,11.74,3.2,4.1,245.0
PET_07138,11.94,1.2,1.1,202.0
PET_07139,12.36,7.6,4.2,259.0
PET_07140,21.77,9.7,0.5,193.0
PET_07141,5.0,4.4,5.6,217.0
PET_07142,16.98,5.0,3.2,246.0
PET_07143,15.17,9.9,3.8,218.0
PET_07144,6.6,3.1,5.1,218.0
PET_07145,16.55,1.9,4.5,274.0
PET_07146,17.38,6.3,2.6,245.0
PET_07147,17.95,7.9,6.6,306.0
PET_07148,5.0,7.4,6.0,204.0
PET_07149,21.83,8.7,0.5,229.0
PET_07150,11.31,1.2,3.4,242.0
PET_07151,18.43,5.4,1.3,228.0
PET_07152,18.71,3.2,0.8,258.0
PET_07153,10.62,9.2,5.3,226.0
PET_07154,18.3,10.5,3.0,255.0
PET_07155,13.07,3.7,3.6,215.0
PET_07156,5.0,1.6,2.3,163.0
PET_07157,20.84,3.4,4.9,337.0
PET_07158,11.12,1.7,5.7,242.0
PET_07159,10.73,4.2,9.4,363.0
PET_07160,12.98,6.7,3.5,224.0
PET_07161,16.36,11.7,0.5,185.0
PET_07162,14.71,5.1,2.7,250.0
PET_07163,17.74,3.0,6.1,327.0
PET_07164,8.3,2.4,2.1,200.0
PET_07165,11.29,2.5,0.5,204.0
PET_07166,14.42,2.7,2.1,211.0
PET_07167,24.49,9.3,2.7,277.0
PET_07168,14.43,1.2,1.3,230.0
PET_07169,20.43,12.0,4.5,246.0
PET_07170,15.19,6.5,3.8,273.0
PET_07171,12.58,6.8,6.0,301.0
PET_07172,13.77,4.6,2.9,252.0
PET_07173,14.16,8.4,5.4,253.0
PET_07174,18.02,5.9,2.8,286.0
PET_07175,21.87,4.3,1.2,273.0
PET_07176,16.8,3.5,2.6,234.0
PET_07177,20.94,11.1,0.5,203.0
PET_07178,10.18,3.8,8.5,303.0
PET_07179,12.93,5.5,4.4,251.0
PET_07180,11.38,4.5,2.0,197.0
PET_07181,16.57,1.5,3.1,260.0
PET_07182,13.21,2.6,0.5,193.0
PET_07183,18.65,2.7,7.6,383.0
PET_07184,10.34,8.5,7.3,253.0
PET_07185,15.22,5.2,4.3,278.0
PET_07186,18.43,9.5,4.8,232.0
PET_07187,5.0,8.7,0.8,107.0
PET_07188,25.61,2.7,1.0,314.0
PET_07189,13.58,7.0,0.5,202.0
PET_07190,5.0,9.0,3.6,167.0
PET_07191,15.79,7.8,6.7,316.0
PET_07192,15.17,7.4,3.0,247.0
PET_07193,14.59,9.0,4.9,230.0
PET_07194,19.96,1.2,6.4,365.0
PET_07195,18.74,8.9,0.5,189.0
PET_07196,16.49,3.6,8.6,370.0
PET_07197,17.25,7.1,6.9,329.0
PET_07198,14.48,3.3,5.3,285.0
PET_07199,23.88,10.1,6.3,343.0
PET_07200,7.6,6.0,6.4,252.0
PET_07201,15.7,7.9,4.7,279.0
PET_07202,15.33,9.6,7.6,281.0
PET_07203,19.07,10.8,2.9,261.0
PET_07204,10.78,8.9,5.2,223.0
PET_07205,6.28,2.2,7.3,268.0
PET_07206,15.78,10.3,0.5,176.0
PET_07207,16.41,7.6,5.1,277.0
PET_07208,22.45,7.5,5.8,354.0
PET_07209,8.65,11.1,0.5,113.0
PET_07210,20.77,3.4,4.7,331.0
PET_07211,26.84,3.3,2.0,275.0
PET_07212,13.11,6.4,5.0,256.0
PET_07213,8.55,9.1,3.8,179.0
PET_07214,12.97,5.6,1.6,187.0
PET_07215,15.07,7.8,6.8,313.0
PET_07216,17.82,5.7,3.0,259.0
PET_07217,12.04,7.5,4.7,246.0
PET_07218,22.78,10.0,7.3,328.0
PET_07219,9.43,2.6,1.7,195.0
PET_07220,6.3,8.5,4.0,175.0
PET_07221,20.53,9.6,2.8,252.0
PET_07222,5.0,5.6,3.3,169.0
PET_07223,13.98,4.2,9.4,391.0
PET_07224,30.0,0.7,5.1,500.0
PET_07225,14.94,9.7,4.8,229.0
PET_07226,9.4,4.3,5.3,224.0
PET_07227,14.71,4.6,5.1,294.0
PET_07228,14.75,4.4,0.5,223.0
PET_07229,15.8,6.2,9.7,356.0
PET_07230,18.31,8.6,0.5,192.0
PET_07231,9.8,9.4,8.3,255.0
PET_07232,23.44,5.0,5.5,355.0
PET_07233,16.23,8.1,4.5,221.0
PET_07234,18.63,8.8,3.2,254.0
PET_07235,11.86,3.9,10.5,374.0
PET_07236,21.43,1.6,5.5,319.0
PET_07237,13.71,10.8,4.0,242.0
PET_07238,16.39,8.3,2.7,243.0
PET_07239,10.33,8.0,2.4,144.0
PET_07240,10.02,1.2,4.1,199.0
PET_07241,18.44,9.9,1.7,212.0
PET_07242,12.78,7.0,5.7,291.0
PET_07243,10.73,10.3,2.4,174.0
PET_07244,11.78,11.7,6.5,241.0
PET_07245,18.49,11.5,6.5,298.0
PET_07246,11.85,10.3,3.9,190.0
PET_07247,14.41,0.6,5.5,459.0
PET_07248,15.08,10.7,5.6,250.0
PET_07249,5.41,1.4,0.5,105.0
PET_07250,7.64,10.3,8.3,231.0
PET_07251,16.68,3.7,3.4,273.0
PET_07252,11.31,7.5,5.7,254.0
PET_07253,20.28,0.9,5.8,500.0
PET_07254,19.83,9.4,0.5,209.0
PET_07255,18.6,1.8,2.4,274.0
PET_07256,24.1,5.2,6.1,354.0
PET_07257,14.58,9.9,4.2,246.0
PET_07258,18.24,8.5,5.7,278.0
PET_07259,12.08,0.6,4.2,383.0
PET_07260,27.26,5.1,7.1,417.0
PET_07261,24.92,1.0,4.3,349.0
PET_07262,15.06,8.2,7.6,302.0
PET_07263,16.93,11.6,1.5,199.0
PET_07264,21.8,8.0,3.7,306.0
PET_07265,14.26,3.1,2.5,196.0
PET_07266,11.72,4.6,5.0,267.0
PET_07267,19.37,11.7,3.3,241.0
PET_07268,15.39,3.1,3.4,269.0
PET_07269,15.91,7.0,2.2,258.0
PET_07270,10.83,5.1,2.8,219.0
PET_07271,6.41,9.3,4.0,167.0
PET_07272,16.18,10.5,0.5,173.0
PET_07273,19.52,4.4,0.5,274.0
PET_07274,13.87,8.1,4.1,231.0
PET_07275,22.18,6.8,0.5,256.0
PET_07276,11.48,3.7,3.5,225.0
PET_07277,9.73,3.6,3.1,193.0
PET_07278,14.66,6.7,5.4,252.0
PET_07279,14.59,2.3,2.3,256.0
PET_07280,18.85,9.8,7.9,306.0
PET_07281,11.13,1.3,6.1,273.0
PET_07282,21.84,1.6,0.5,259.0
PET_07283,24.83,4.4,3.3,351.0
PET_07284,14.8,1.9,7.8,324.0
PET_07285,21.25,6.0,2.3,283.0
PET_07286,9.72,5.1,3.9,225.0
PET_07287,20.38,8.8,7.5,304.0
PET_07288,20.24,11.5,2.6,217.0
PET_07289,19.32,9.2,6.8,294.0
PET_07290,14.92,2.6,1.7,228.0
PET_07291,5.0,11.3,0.5,98.0
PET_07292,11.79,5.0,7.1,290.0
PET_07293,11.87,6.0,5.1,265.0
PET_07294,10.11,5.3,5.3,233.0
PET_07295,15.61,3.7,1.3,218.0
PET_07296,12.91,10.8,1.5,168.0
PET_07297,10.88,4.3,6.9,270.0
PET_07298,9.71,7.2,4.6,261.0
PET_07299,11.42,3.3,3.7,199.0
PET_07300,20.61,9.7,4.6,296.0
PET_07301,11.69,9.4,7.8,278.0
PET_07302,12.43,3.9,5.8,288.0
PET_07303,12.72,8.3,2.8,195.0
PET_07304,16.69,8.6,0.5,205.0
PET_07305,17.28,7.0,5.5,297.0
PET_07306,5.0,7.4,1.7,142.0
PET_07307,20.11,7.1,1.0,246.0
PET_07308,22.18,1.4,7.3,383.0
PET_07309,9.75,8.2,6.2,230.0
PET_07310,10.14,5.9,5.0,225.0
PET_07311,12.75,5.5,0.9,177.0
PET_07312,11.22,10.4,8.5,295.0
PET_07313,16.12,0.8,6.6,500.0
PET_07314,5.27,3.4,3.2,181.0
PET_07315,9.41,1.9,2.7,213.0
PET_07316,22.7,0.9,4.2,500.0
PET_07317,10.36,3.7,2.8,213.0
PET_07318,21.22,11.9,9.5,365.0
PET_07319,16.78,3.6,3.0,277.0
PET_07320,5.95,8.1,1.3,144.0
PET_07321,18.18,1.9,8.0,352.0
PET_07322,14.41,7.4,2.6,270.0
PET_07323,12.72,11.8,6.0,242.0
PET_07324,16.22,3.9,5.7,307.0
PET_07325,17.37,10.3,3.9,236.0
PET_07326,18.54,12.0,1.6,204.0
PET_07327,20.89,7.3,3.9,312.0
PET_07328,17.04,4.1,1.1,237.0
PET_07329,8.12,8.2,3.9,187.0
PET_07330,12.63,10.2,5.9,233.0
PET_07331,29.72,2.5,8.3,422.0
PET_07332,18.62,5.7,1.3,214.0
PET_07333,26.85,4.2,3.4,348.0
PET_07334,21.98,3.8,2.7,302.0
PET_07335,16.21,10.4,4.7,240.0
PET_07336,16.51,5.3,0.5,200.0
PET_07337,14.82,4.4,1.7,225.0
PET_07338,6.31,7.4,0.5,123.0
PET_07339,15.09,3.0,0.5,197.0
PET_07340,21.05,3.1,2.3,259.0
PET_07341,12.0,6.5,8.2,298.0
PET_07342,17.06,5.2,4.9,308.0
PET_07343,19.26,3.9,4.2,287.0
PET_07344,10.45,1.1,7.4,305.0
PET_07345,12.74,6.5,5.0,280.0
PET_07346,9.91,9.9,5.2,198.0
PET_07347,10.89,10.3,2.8,171.0
PET_07348,8.56,3.2,2.4,200.0
PET_07349,10.5,7.4,0.7,180.0
PET_07350,22.1,10.3,2.5,243.0
PET_07351,10.42,5.2,3.3,188.0
PET_07352,15.63,11.2,4.9,263.0
PET_07353,12.49,10.9,3.9,214.0
PET_07354,20.89,2.9,3.1,303.0
PET_07355,21.56,3.5,1.7,290.0
PET_07356,19.32,2.6,5.0,302.0
PET_07357,16.53,2.8,2.8,263.0
PET_07358,13.84,10.9,4.9,227.0
PET_07359,9.04,11.2,0.5,134.0
PET_07360,24.72,1.1,4.8,374.0
PET_07361,11.2,7.3,5.9,276.0
PET_07362,18.32,7.0,5.5,321.0
PET_07363,20.3,5.0,3.5,299.0
PET_07364,12.22,7.8,6.3,280.0
PET_07365,20.19,11.4,0.8,215.0
PET_07366,18.82,2.5,3.8,285.0
PET_07367,23.64,1.9,3.5,323.0
PET_07368,12.65,0.9,6.6,453.0
PET_07369,8.57,4.7,0.5,158.0
PET_07370,12.47,4.4,1.4,186.0
PET_07371,16.04,5.5,8.4,332.0
PET_07372,15.29,6.3,0.5,174.0
PET_07373,13.03,9.2,6.0,228.0
PET_07374,5.45,5.0,2.2,145.0
PET_07375,17.35,4.3,4.6,286.0
PET_07376,24.86,10.0,7.5,350.0
PET_07377,17.32,10.3,4.7,236.0
PET_07378,18.05,3.2,7.6,328.0
PET_07379,17.86,4.1,2.8,267.0
PET_07380,16.99,10.0,3.1,228.0
PET_07381,19.66,1.4,6.0,352.0
PET_07382,16.98,4.2,2.9,272.0
PET_07383,13.44,5.7,5.5,281.0
PET_07384,11.02,2.7,7.0,290.0
PET_07385,13.76,2.6,6.2,310.0
PET_07386,16.57,5.4,0.5,232.0
PET_07387,13.42,9.2,3.1,192.0
PET_07388,16.57,10.2,4.7,261.0
PET_07389,17.2,11.8,3.4,220.0
PET_07390,19.17,1.4,4.2,309.0
PET_07391,21.41,3.0,4.7,346.0
PET_07392,15.39,9.2,2.7,206.0
PET_07393,8.46,6.7,3.5,183.0
PET_07394,13.27,4.3,1.0,189.0
PET_07395,15.22,2.9,2.8,232.0
PET_07396,5.82,3.7,0.5,112.0
PET_07397,21.94,5.4,4.3,340.0
PET_07398,15.71,2.5,3.5,272.0
PET_07399,16.91,11.6,1.7,190.0
PET_07400,21.83,1.7,8.5,389.0
PET_07401,11.85,11.8,3.4,177.0
PET_07402,17.87,10.2,4.7,248.0
PET_07403,14.45,5.4,2.4,245.0
PET_07404,14.08,9.0,3.0,204.0
PET_07405,11.14,8.2,4.8,247.0
PET_07406,23.33,3.0,3.2,318.0
PET_07407,13.12,4.4,4.0,240.0
PET_07408,18.5,6.4,6.0,337.0
PET_07409,5.62,7.8,2.7,133.0
PET_07410,20.9,6.7,0.7,249.0
PET_07411,20.26,5.9,0.5,221.0
PET_07412,15.49,5.6,7.6,297.0
PET_07413,13.87,6.2,6.3,290.0
PET_07414,17.0,5.5,5.6,318.0
PET_07415,26.44,6.7,2.9,334.0
PET_07416,6.18,10.7,0.7,110.0
PET_07417,18.91,7.8,3.3,236.0
PET_07418,10.44,8.8,3.8,191.0
PET_07419,14.9,7.4,1.2,204.0
PET_07420,13.76,7.9,0.5,193.0
PET_07421,12.86,7.2,0.5,162.0
PET_07422,14.95,0.8,5.6,461.0
PET_07423,9.33,12.0,1.0,126.0
PET_07424,20.15,0.9,4.8,484.0
PET_07425,6.03,5.0,3.0,180.0
PET_07426,17.7,1.7,5.5,299.0
PET_07427,13.37,1.6,4.8,283.0
PET_07428,9.15,9.6,3.4,155.0
PET_07429,16.01,5.4,4.3,285.0
PET_07430,7.22,9.7,3.7,163.0
PET_07431,15.2,3.6,2.5,237.0
PET_07432,7.89,3.4,6.5,207.0
PET_07433,17.31,3.4,2.9,255.0
PET_07434,10.38,7.6,3.8,213.0
PET_07435,12.75,9.9,0.5,177.0
PET_07436,16.47,5.7,4.7,284.0
PET_07437,11.14,4.9,2.5,195.0
PET_07438,14.71,11.7,2.8,215.0
PET_07439,7.43,1.8,1.9,162.0
